abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
abbc	Gold	1 0 0 2 0 2 0 1 1 2 1 0 1 0 0 2 2 0 0 1 2 2 2 0 2 1 1 1 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 0 2 1 0 2 1 0 0 0 0 0 1 0 0 0 2 0 1 0 2 1 0 0 1
afck	Main model	6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
afck	Relabel model	3 3 1 1 1 3 1 6 6 1 1 3 6 3 5 3 3 3 5 0 1 5 3 3 1 1 1 0 1 3 3 3 5 5 1 1 0 3 5 3 1 3 3 3 3 5 3 1
afck	Gold	0 0 3 4 6 4 0 2 0 2 2 4 3 0 0 6 4 1 0 2 4 4 6 6 0 2 0 2 2 6 0 4 4 5 6 0 3 6 3 4 0 4 2 6 0 2 2 4
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chct	Relabel model	1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 1
chct	Gold	1 2 2 2 1 2 2 1 1 2 1 2 2 1 3 0 1 2 3 1 1 1 0 2 2 1 1 1 2 1 2 2 1 1 1 2 1 3 1 1 1 1 3 1 2 1 2 1 1 1 1 1 2 2 2 1 1 1 1 1 2 2 1 2
clck	Main model	1 1 1 1 1 1 1 1
clck	Relabel model	1 1 1 1 1 1 1 1
clck	Gold	0 0 2 0 0 0 0 0
faan	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
faan	Relabel model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
faan	Gold	1 2 2 2 0 1 1 2 0 0 0 0 0 2 0 2 1 1 2 1
faly	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
faly	Relabel model	4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
faly	Gold	0 3 1 3 3 0 1 3 2 2 1 1 2 1 3 2
fani	Main model	1 1 1 1 1 1 1 1
fani	Relabel model	0 0 0 0 0 0 0 0
fani	Gold	0 1 0 0 0 0 1 1
farg	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
farg	Relabel model	4 6 7 4 6 6 6 4 8 8 6 6 7 8 6 6 6 8 4 6 8 4 4 4 8 8 4 6 6 6 4 6 8 6 6 6 6 6 6 4 6 6 6 6 6 8 6 6 6 6 4 6 6 6 6 4 6 6 7 4 6 7 6 5 6 8
farg	Gold	3 4 3 3 3 5 6 3 3 3 4 4 9 3 3 3 3 3 3 3 3 4 2 7 3 3 4 6 6 3 4 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 9 10 3 3 7 3 3 3 3 3 6 4 6 3 6 1 3 6 3 3
goop	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
goop	Relabel model	4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 4 3 3 4 4 4 4 4 0 3 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 4 3 3 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 3 4 4 3 3 3 3 3 4 4 3 4 4 4 3 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 3 4 4 4 3 4 4 3 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 3 3 4 4 3 4 3 4 3 4 3 4 4 4 4 4 4 3 3 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3 4 3 3 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 3 3 4 4 4 4 4 3 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 3 3 4 4 4 4 3 4 4 4 4 4 4 4 3 3 3 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 4 3 4 4 4 4 4 4 3 4 3 4 4 4 3 4 4 4 3 4 4 4 4 3 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4 3 4 4 3 3 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 3 3 3 4 4 4 3 4 4 4 3 4 4 3 4 4 4 3 4 3 4
goop	Gold	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 4 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 1 0 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 4 5 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 1 0 3 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 3 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 3 1 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 4 0 0 0 3 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 3 0 0 0 0 0
hoer	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
hoer	Relabel model	4 0 0 0 0 0 4 4 4 0 4 0 4 0 0 4 0 0 4 4 4 0 4 0 0 4 4 0 0 0 4 0 4 0 0 0 0 0 4 4 0 0 0 4 4 0 4 4 4 4 0 0 0 4 0 0 0 4 4 0 0 0 0 4 4 0 4 4 0 0 4 4 0 0 4 0 0 0 0 4 0 0 4 0 4 0 4 0 4 0 4 0 0 0 4 0 4 4 4 0 0 0 0 0 0 4 0 0 4 0 4 0 4 0 4 4 4 4 0 0 4 4 4 4 0 4 4 0 4 4 4 0 0 4 0 0 0 0 0 4 0 4 4 0 4 0 0 0 0 0 4 4 0 0 0 0 4 0 4 0 4 0 4 0 0 4 4 0 4 0 4 4 4 0 0 4 0 0 0 4 4 0 0 0 0 0 0 4 0 4 0 4 0 4 0 4 4 4 0 4 0 0 0 4 0 0 0 4 4 0 0 0
hoer	Gold	1 0 3 1 5 5 5 4 1 1 0 1 1 1 5 4 1 2 1 1 1 4 2 5 5 0 0 1 4 1 1 5 4 1 0 6 5 5 1 1 5 1 1 1 1 1 5 6 0 1 1 5 2 4 1 4 1 4 1 5 1 0 5 4 1 0 4 0 0 5 0 1 0 5 1 5 1 1 1 4 5 0 1 5 0 5 0 4 3 5 1 0 6 1 6 6 1 4 1 0 5 5 5 5 1 1 3 1 1 0 0 1 1 1 5 1 1 1 1 5 1 1 0 1 5 1 1 5 1 1 5 5 1 2 0 5 5 3 5 0 1 0 2 4 6 5 4 3 0 5 1 0 1 6 3 1 0 4 4 1 6 5 0 0 1 1 1 5 4 4 1 0 4 0 4 2 5 2 1 1 1 4 6 4 5 1 5 1 2 4 6 1 5 1 1 1 4 0 5 5 5 0 1 4 1 0 2 1 6 1 1 3
huca	Main model	1 1 1 1 1 1 1 1 1 1 1 1
huca	Relabel model	2 2 2 2 2 2 2 2 2 2 2 2
huca	Gold	1 0 0 2 0 1 1 1 1 0 1 0
mpws	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
mpws	Relabel model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
mpws	Gold	1 1 1 0 2 0 2 0 0 1 2 0 1 0
obry	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
obry	Relabel model	1 2 1 2 2 1 1 1 2 1 2 2 2 2
obry	Gold	3 1 1 1 1 2 3 3 1 2 1 1 1 1
