abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1
abbc	Gold	2 0 1 1 0 1 2 0 0 1 2 2 1 2 2 0 0 2 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2 2 0 1 1 0 2
afck	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
afck	Relabel model	2 3 3 3 2 3 3 3 3 2 3 3 2 2 3 3 3 2 2 2 2 3 2 3 2 2 3 2 2 3 3 3
afck	Gold	6 6 4 3 2 0 0 6 2 0 2 5 0 0 0 0 6 2 2 2 2 2 0 2 0 2 2 0 0 6 0 6
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Relabel model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chct	Gold	2 2 1 3 3 1 2 1 3 2 2 1 1 2 2 1 1 2 2 0 2 1 2 2 1 2 2 1 0 1 2 1
clck	Main model	0 0 0 0
clck	Relabel model	0 0 0 0
clck	Gold	2 0 2 2
faan	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Relabel model	0 1 1 1 0 1 1 2 1 2 1 0 2 1 1 1
faan	Gold	0 2 2 2 0 2 0 2 1 2 0 0 2 0 0 1
faly	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
faly	Relabel model	3 0 3 3 3 3 3 3 3 3 3 3 3 0
faly	Gold	1 3 0 2 3 4 1 4 1 1 1 0 4 3
fani	Main model	2 2 2 2
fani	Relabel model	2 1 1 1
fani	Gold	1 0 0 0
farg	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
