abbc	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
abbc	Relabel model	2 0 2 2 0 0 0 2 2 2 2 2 0 2 2 0 0 2 2 0 0 2 2 2 2 2 0 2 2 0 2 2 0 2 0 2 2 2 0 1 2 2 2 2 0 2 2 2 2 0 2 0 2 0 2 0 0 2 2 0 2 0 0 2 2 0 2 2 0 2 2 2 2 2
abbc	Gold	1 1 0 1 0 0 1 0 0 1 2 2 0 1 0 2 0 2 2 0 1 2 0 0 0 1 0 2 0 2 0 0 1 2 0 0 1 0 1 0 2 0 0 0 0 2 0 2 0 0 2 2 0 0 0 1 0 1 2 0 0 0 1 0 0 0 2 0 0 1 2 0 0 2
afck	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
afck	Relabel model	3 6 3 6 0 6 6 6 3 2 0 0 6 3 2 6 0 6 3 2 6 0 3 0 5 0 0 2 1 3 6 6 3 6 5 6 6 6 5 0 3 6 5 3 3 6 6 0
afck	Gold	5 4 2 0 0 4 0 2 0 0 2 0 4 4 0 0 4 4 0 3 3 4 2 6 2 6 4 4 6 3 2 6 4 1 2 6 2 6 2 6 2 0 0 0 3 6 0 0
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
chct	Relabel model	0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Gold	1 1 2 1 1 2 2 2 0 2 1 3 1 1 1 1 1 2 2 1 3 1 1 0 2 1 1 1 1 1 1 2 1 2 2 2 2 2 2 2 3 1 1 1 2 1 1 2 2 1 1 2 1 1 1 1 3 1 1 1 1 1 0 0
clck	Main model	0 0 0 0 0 0 0 0
clck	Relabel model	1 0 0 0 0 0 0 1
