abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 2 2 2 1 2 2 2 2 2 2 1 0 0 2 1 2 2 2 1 0 2 2 2 1 2 2 2 2 2 2 2 2 0 1 2 2 2 1 0
abbc	Gold	2 2 0 0 1 2 0 1 2 0 2 1 0 0 0 1 1 0 0 1 2 0 0 0 1 2 1 2 1 2 0 0 1 0 0 0 0 2 0 0
afck	Main model	4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
afck	Relabel model	4 0 5 0 5 0 5 0 0 0 3 5 0 5 0 5 0 5 5 0 5 0 5 5 5 0 0 5 0 5 5 0
afck	Gold	2 3 2 0 2 2 6 5 2 6 6 0 2 0 0 0 2 0 2 0 2 4 6 0 0 2 4 0 4 2 2 6
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
chct	Relabel model	2 2 2 2 1 2 2 2 2 1 2 2 2 1 2 1 2 2 2 2 2 2 3 1 2 2 2 2 2 2 2 2
chct	Gold	3 0 1 1 1 3 2 1 2 2 1 1 1 1 2 3 2 2 2 2 1 2 2 2 2 1 2 0 2 1 1 1
clck	Main model	0 0 0 0
clck	Relabel model	1 1 1 1
clck	Gold	2 0 2 2
faan	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
faan	Relabel model	2 2 2 2 2 2 2 2 0 0 2 2 0 0 2 2
faan	Gold	1 2 0 0 2 2 0 0 2 2 2 2 2 2 0 0
faly	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3
faly	Relabel model	3 2 2 2 3 4 0 0 4 2 4 2 4 3
faly	Gold	2 1 1 4 0 3 3 3 3 1 3 1 3 0
fani	Main model	1 1 1 1
fani	Relabel model	1 1 1 1
fani	Gold	0 1 0 1
farg	Main model	10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
farg	Relabel model	3 3 3 3 3 3 3 1 1 3 3 1 5 5 1 3 1 1 1 3 1 3 1 5 3 3 3 3 1 3 1 3 3 3 3 3 3 3 3 3 3 3 3 5 3 3 3 3
farg	Gold	3 2 3 3 3 6 3 10 6 3 6 9 3 1 9 3 10 3 3 5 3 6 3 3 3 3 6 3 6 3 1 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 2
