abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 2 2 2 1 2 1 2 1 2 1 2 2 2 2 2 2 2 1 2 2 2 2 1 2 1 1 2 1 1 2 2 1 2 2 2 2 2 1 2
abbc	Gold	1 1 2 0 2 0 0 1 0 2 0 2 0 0 0 0 1 2 0 1 1 0 0 1 1 2 2 1 2 0 1 0 2 0 0 0 1 0 2 1
afck	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
afck	Relabel model	4 4 4 4 4 4 3 6 4 4 4 4 4 4 1 6 1 4 4 4 4 4 4 6 4 4 4 1 6 4 4 4
afck	Gold	0 6 0 3 4 0 2 2 2 6 2 0 0 6 6 2 0 2 2 0 2 2 0 5 0 6 0 0 5 0 6 0
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
chct	Relabel model	2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
chct	Gold	2 2 1 1 1 2 2 2 2 2 2 2 3 1 2 1 2 1 1 2 1 0 3 1 1 2 3 2 0 1 2 2
clck	Main model	0 0 0 0
clck	Relabel model	1 2 1 1
clck	Gold	0 2 0 0
faan	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
faan	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Gold	2 1 0 0 2 0 0 2 2 2 2 0 0 0 2 0
faly	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3
faly	Relabel model	2 0 2 1 1 2 1 2 1 2 0 1 2 1
faly	Gold	1 3 4 0 3 1 2 4 2 4 3 2 1 3
fani	Main model	1 1 1 1
fani	Relabel model	0 0 0 0
fani	Gold	0 1 0 1
farg	Main model	9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
