abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 2 2 2 1 2 1 2 2 2 2 1 2 1 2 2 1 2 1 1 1 2 1 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1
abbc	Gold	0 1 1 0 0 2 2 2 1 1 1 0 1 0 0 0 0 0 0 1 2 2 0 2 0 0 0 0 1 2 2 1 2 0 0 1 1 0 0 0
afck	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
afck	Relabel model	1 2 3 2 2 2 3 2 2 2 1 1 2 1 2 1 1 3 2 2 2 2 2 2 2 2 2 2 2 1 2 2
afck	Gold	2 2 0 0 2 2 6 0 0 6 3 2 5 2 0 4 6 2 2 0 0 6 2 0 0 0 0 0 0 3 2 0
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
chct	Relabel model	0 1 2 3 3 0 0 0 0 2 0 3 0 0 0 1 1 0 0 1 1 0 2 1 1 0 0 1 0 0 0 3
chct	Gold	3 1 2 2 1 1 2 3 0 2 1 1 2 1 2 2 2 1 2 1 2 3 1 2 0 1 2 2 2 2 2 1
clck	Main model	0 0 0 0
clck	Relabel model	1 1 1 1
clck	Gold	0 2 2 0
faan	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Relabel model	2 0 0 0 0 0 0 2 0 2 0 0 2 2 0 2
faan	Gold	2 2 0 2 2 0 0 2 1 0 2 0 2 0 2 2
faly	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
faly	Relabel model	3 3 3 3 3 3 3 3 3 3 3 3 3 3
faly	Gold	3 2 0 1 4 1 3 1 3 3 3 2 4 2
fani	Main model	2 2 2 2
fani	Relabel model	2 1 1 2
fani	Gold	0 1 1 0
farg	Main model	9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
farg	Relabel model	10 10 10 10 10 10 10 8 10 10 10 5 6 10 10 10 10 5 10 10 5 10 10 10 10 5 5 8 10 5 5 10 10 8 10 10 5 10 10 5 10 5 10 10 8 8 10 5
farg	Gold	10 3 6 1 3 3 3 3 3 3 6 3 3 3 3 3 3 3 6 9 5 3 3 6 1 3 6 3 3 3 4 3 3 3 6 3 10 3 9 2 3 3 3 3 3 3 3 6
